id,agent_id,provider_id,tx_type,amount,counterparty_ref,status,created_at
213,2,1,transfer,3055.98,CUST48396,completed,2026-07-09 14:15:22.263622
214,2,3,cash_in,6026.2,CUST46907,completed,2026-07-09 15:24:22.263622
215,2,2,cash_in,6705.13,CUST45012,completed,2026-07-09 15:46:22.263622
216,2,3,transfer,4444.29,CUST47129,completed,2026-07-09 16:55:22.263622
217,2,3,cash_out,4814.26,CUST38344,completed,2026-07-09 17:47:22.263622
218,2,1,cash_in,2889.7,CUST53719,completed,2026-07-09 18:54:22.263622
219,2,1,cash_out,7225.98,CUST56296,completed,2026-07-09 20:03:22.263622
220,2,2,transfer,3338.67,CUST54730,completed,2026-07-09 21:16:22.263622
221,2,1,transfer,4248.23,CUST60258,completed,2026-07-10 00:03:22.263622
222,2,3,cash_out,4465.71,CUST35799,completed,2026-07-10 00:19:22.263622
223,2,2,cash_out,2662.52,CUST83533,completed,2026-07-10 01:15:22.263622
224,2,2,cash_in,4716.42,CUST20900,completed,2026-07-10 09:06:22.263622
225,2,3,transfer,7951.28,CUST34582,completed,2026-07-10 10:32:22.263622
226,2,2,cash_in,4379.09,CUST60707,completed,2026-07-10 12:01:22.263622
227,2,1,cash_in,6248.78,CUST72373,completed,2026-07-10 13:08:22.263622
228,2,1,cash_in,5864.44,CUST19005,completed,2026-07-10 13:57:22.263622
229,2,2,cash_in,5022.74,CUST42961,completed,2026-07-10 15:03:22.263622
230,2,2,cash_in,5388.11,CUST55049,completed,2026-07-10 16:14:22.263622
231,2,3,transfer,5647.51,CUST24681,completed,2026-07-10 17:30:22.263622
232,2,3,cash_out,1503.6,CUST90307,completed,2026-07-10 18:31:22.263622
233,2,2,cash_in,2810.52,CUST87327,completed,2026-07-10 19:23:22.263622
234,2,1,cash_out,6034.82,CUST16487,completed,2026-07-10 20:42:22.263622
235,2,2,cash_out,7145.76,CUST45795,completed,2026-07-10 21:50:22.263622
236,2,2,cash_out,4094.16,CUST41305,completed,2026-07-10 22:47:22.263622
237,2,3,cash_in,6258.69,CUST65845,completed,2026-07-11 04:06:22.263622
238,2,3,transfer,4153.8,CUST85671,completed,2026-07-11 09:13:22.263622
239,2,1,cash_in,3018.24,CUST24015,completed,2026-07-11 09:55:22.263622
240,3,3,transfer,4443.15,CUST81508,completed,2026-07-04 14:58:22.263622
241,3,1,cash_in,3205.4,CUST77168,completed,2026-07-04 16:12:22.263622
242,3,3,transfer,4094.72,CUST89620,completed,2026-07-04 17:11:22.263622
243,3,3,cash_in,4131.44,CUST51849,completed,2026-07-04 18:24:22.263622
244,3,3,transfer,5957.97,CUST51624,completed,2026-07-04 19:14:22.263622
245,3,1,cash_in,3760.43,CUST87724,completed,2026-07-04 19:34:22.263622
246,3,3,cash_in,5047.71,CUST87637,completed,2026-07-04 20:47:22.263622
247,3,2,transfer,5705.65,CUST88103,completed,2026-07-04 21:27:22.263622
248,3,1,cash_out,4751.8,CUST73092,completed,2026-07-05 02:06:22.263622
249,3,2,cash_in,5661.02,CUST97434,completed,2026-07-05 03:16:22.263622
250,3,3,cash_in,4192.16,CUST76602,completed,2026-07-05 05:39:22.263622
251,3,3,cash_in,2998.06,CUST89584,completed,2026-07-05 07:16:22.263622
252,3,1,transfer,4619.33,CUST60371,completed,2026-07-05 08:15:22.263622
253,3,1,transfer,6066.26,CUST64638,completed,2026-07-05 09:11:22.263622
254,3,1,transfer,5897.81,CUST78573,completed,2026-07-05 10:12:22.263622
255,3,3,cash_in,7788.53,CUST75293,completed,2026-07-05 11:03:22.263622
256,3,1,cash_in,6481.9,CUST26433,completed,2026-07-05 11:22:22.263622
257,3,2,transfer,4557.66,CUST10062,completed,2026-07-05 11:51:22.263622
258,3,1,cash_out,4622.5,CUST81017,completed,2026-07-05 12:38:22.263622
259,3,3,cash_in,5299.69,CUST89164,completed,2026-07-05 13:45:22.263622
260,3,1,cash_out,4680.52,CUST48656,completed,2026-07-05 14:07:22.263622
261,3,1,cash_out,6157.06,CUST41748,completed,2026-07-05 14:36:22.263622
262,3,1,cash_in,2565.92,CUST54287,completed,2026-07-05 15:37:22.263622
263,3,2,transfer,2552.85,CUST25625,completed,2026-07-05 16:42:22.263622
264,3,3,cash_in,4171.45,CUST88741,completed,2026-07-05 17:12:22.263622
265,3,3,cash_out,3683.09,CUST24688,completed,2026-07-05 17:58:22.263622
266,3,2,cash_in,5460.5,CUST76440,completed,2026-07-05 19:11:22.263622
267,3,2,cash_out,6275.63,CUST12265,completed,2026-07-05 19:42:22.263622
268,3,1,cash_out,3632.15,CUST52078,completed,2026-07-05 20:34:22.263622
269,3,3,cash_in,7748.36,CUST59583,completed,2026-07-05 21:13:22.263622
270,3,3,cash_in,3054.91,CUST63733,completed,2026-07-05 21:51:22.263622
271,3,2,cash_in,5075.5,CUST37811,completed,2026-07-06 09:17:22.263622
272,3,1,cash_in,7419.84,CUST65059,completed,2026-07-06 09:39:22.263622
273,3,2,cash_in,4978.85,CUST42248,completed,2026-07-06 11:04:22.263622
274,3,2,cash_in,5287.79,CUST30116,completed,2026-07-06 11:30:22.263622
275,3,1,transfer,4847.74,CUST57084,completed,2026-07-06 11:49:22.263622
276,3,3,transfer,5103.34,CUST28589,completed,2026-07-06 12:18:22.263622
277,3,2,cash_out,4885.32,CUST95439,completed,2026-07-06 12:58:22.263622
278,3,1,cash_in,6510.8,CUST82300,completed,2026-07-06 14:05:22.263622
279,3,2,cash_out,4521.05,CUST89139,completed,2026-07-06 14:46:22.263622
280,3,1,cash_in,7004.38,CUST69102,completed,2026-07-06 15:19:22.263622
281,3,3,cash_in,4884.53,CUST49885,completed,2026-07-06 16:10:22.263622
282,3,2,cash_in,5970.11,CUST45622,completed,2026-07-06 16:32:22.263622
283,3,1,transfer,1672.59,CUST16882,completed,2026-07-06 17:41:22.263622
284,3,1,cash_in,7418.81,CUST48259,completed,2026-07-06 18:51:22.263622
285,3,2,cash_out,6524.84,CUST16142,completed,2026-07-06 19:39:22.263622
286,3,1,transfer,5564.38,CUST16068,completed,2026-07-06 19:56:22.263622
287,3,1,cash_out,7480.09,CUST59230,completed,2026-07-06 21:19:22.263622
288,3,3,cash_out,4057.67,CUST21456,completed,2026-07-06 23:51:22.263622
289,3,3,cash_in,3564.53,CUST85725,completed,2026-07-07 02:01:22.263622
290,3,2,cash_out,5388.31,CUST67018,completed,2026-07-07 07:08:22.263622
291,3,3,cash_out,4374.99,CUST46056,completed,2026-07-07 08:37:22.263622
292,3,2,cash_out,5291.63,CUST69292,completed,2026-07-07 09:10:22.263622
293,3,3,cash_in,6083.04,CUST47208,completed,2026-07-07 10:03:22.263622
294,3,2,cash_in,4151.92,CUST83389,completed,2026-07-07 10:41:22.263622
295,3,2,cash_out,6692.35,CUST43539,completed,2026-07-07 11:57:22.263622
296,3,3,cash_in,5929.61,CUST91984,completed,2026-07-07 13:20:22.263622
297,3,1,transfer,2018.69,CUST64158,completed,2026-07-07 14:23:22.263622
298,3,2,cash_out,3577.05,CUST92723,completed,2026-07-07 15:43:22.263622
299,3,3,transfer,6172.61,CUST79080,completed,2026-07-07 16:33:22.263622
300,3,1,transfer,4869.54,CUST94384,completed,2026-07-07 18:00:22.263622
301,3,2,cash_in,3248.54,CUST74467,completed,2026-07-07 19:26:22.263622
302,3,1,transfer,2884.71,CUST93991,completed,2026-07-07 20:07:22.263622
303,3,2,cash_out,6611.58,CUST11495,completed,2026-07-07 21:16:22.263622
304,3,2,cash_in,3829.75,CUST46872,completed,2026-07-07 21:46:22.263622
305,3,2,cash_in,3330.37,CUST37812,completed,2026-07-07 23:07:22.263622
306,3,1,cash_in,5302.63,CUST16312,completed,2026-07-08 03:45:22.263622
307,3,3,cash_out,1801.02,CUST60042,completed,2026-07-08 09:06:22.263622
308,3,1,cash_out,4970.79,CUST22957,completed,2026-07-08 10:13:22.263622
309,3,1,cash_in,2381.68,CUST59608,completed,2026-07-08 11:36:22.263622
310,3,3,transfer,3167.57,CUST43978,completed,2026-07-08 13:05:22.263622
311,3,3,cash_out,4596.61,CUST91684,completed,2026-07-08 14:08:22.263622
312,3,3,cash_out,7304.39,CUST13198,completed,2026-07-08 15:04:22.263622
313,3,3,cash_out,4545.54,CUST96267,completed,2026-07-08 15:39:22.263622
314,3,3,cash_out,5466.8,CUST63418,completed,2026-07-08 17:07:22.263622
315,3,3,cash_out,5805.23,CUST92087,completed,2026-07-08 17:24:22.263622
316,3,2,cash_out,3953.58,CUST96584,completed,2026-07-08 18:12:22.263622
317,3,3,cash_out,4213.17,CUST80015,completed,2026-07-08 18:46:22.263622
318,3,1,transfer,5532.87,CUST39995,completed,2026-07-08 19:05:22.263622
319,3,2,cash_out,5944.26,CUST21361,completed,2026-07-08 20:19:22.263622
320,3,1,cash_out,2123.17,CUST56781,completed,2026-07-08 21:17:22.263622
321,3,2,transfer,5544.6,CUST32929,completed,2026-07-08 21:57:22.263622
322,3,3,cash_in,7406.03,CUST16616,completed,2026-07-09 00:55:22.263622
323,3,2,transfer,4918.5,CUST88189,completed,2026-07-09 06:20:22.263622
324,3,2,transfer,5793.71,CUST18400,completed,2026-07-09 09:21:22.263622
325,3,3,transfer,3321.48,CUST31137,completed,2026-07-09 10:27:22.263622
326,3,1,cash_out,5166.23,CUST72502,completed,2026-07-09 11:30:22.263622
327,3,3,cash_out,3803.26,CUST46390,completed,2026-07-09 12:30:22.263622
328,3,2,cash_out,7151.42,CUST87626,completed,2026-07-09 13:35:22.263622
329,3,2,cash_out,6075.77,CUST50332,completed,2026-07-09 14:50:22.263622
330,3,1,transfer,3779.18,CUST22901,completed,2026-07-09 15:46:22.263622
331,3,2,cash_in,6695.19,CUST52724,completed,2026-07-09 16:33:22.263622
332,3,1,cash_out,4023.95,CUST29466,completed,2026-07-09 17:59:22.263622
333,3,2,transfer,3107.73,CUST20583,completed,2026-07-09 18:17:22.263622
334,3,3,cash_out,3937.43,CUST15294,completed,2026-07-09 19:30:22.263622
335,3,3,cash_out,4307.0,CUST15305,completed,2026-07-09 20:17:22.263622
336,3,3,cash_out,5771.89,CUST16156,completed,2026-07-09 21:13:22.263622
337,3,1,transfer,3925.09,CUST70809,completed,2026-07-09 22:09:22.263622
338,3,3,cash_out,7629.86,CUST73921,completed,2026-07-10 05:31:22.263622
339,3,3,transfer,9363.13,CUST38300,completed,2026-07-10 09:54:22.263622
340,3,3,cash_out,7593.46,CUST56099,completed,2026-07-10 10:12:22.263622
341,3,1,transfer,2803.29,CUST86540,completed,2026-07-10 11:38:22.263622
342,3,3,transfer,4668.61,CUST88872,completed,2026-07-10 12:00:22.263622
